,0
384,54617
385,105943
386,95788
387,65072
388,75358
389,117670
390,85901
391,75853
392,95906
393,111974
394,95902
395,75517
396,95874
397,111958
398,64773
399,75457
400,76080
401,43826
402,86064
403,65089
404,96342
405,111830
406,96748
407,44000
408,111629
409,76132
410,85563
411,96562
412,117599
413,96344
414,117868
415,96797
416,65412
417,96112
418,117838
419,96711
420,64837
421,65265
422,54609
423,111727
424,105904
425,75495
426,75310
427,85046
428,96211
429,54625
430,96279
431,75090
432,86094
433,64836
434,54007
435,44315
436,76072
437,85415
438,64769
439,85726
440,97178
441,112039
442,97118
443,44011
444,65157
445,54276
446,43819
447,96207
448,65305
449,54146
450,75707
451,97063
452,85754
453,54396
454,117645
455,43852
456,111630
457,111754
458,75489
459,96626
460,117748
461,117588
462,85326
463,96321
464,96878
465,54158
466,76166
467,64995
468,75716
469,44222
470,75782
471,85314
472,65118
473,85240
474,74985
475,65434
476,111685
477,111813
478,85593
479,64831
480,76170
481,96378
482,117594
483,74960
484,96585
485,96841
486,65233
487,75713
488,65302
489,96658
490,75194
491,75405
492,117525
493,53988
494,117534
495,96251
496,117813
497,111716
498,75059
499,85620
500,54040
501,75760
502,64992
503,111916
504,85267
505,86123
506,65258
507,105805
508,76057
509,96349
510,97009
511,96735
512,96126
513,96156
514,117692
515,105996
516,112005
517,85071
518,111781
519,97112
520,86086
521,65093
522,75988
523,54437
524,105936
525,54623
526,96283
527,85358
528,65082
529,105971
530,54640
531,44324
532,76183
533,65166
534,53937
535,53984
536,76156
537,95775
538,105952
539,112040
540,96570
541,75841
542,64767
543,54041
544,105977
545,97093
546,96795
547,54384
548,117632
549,97132
550,95839
551,97194
552,112006
553,54086
554,106028
555,96947
556,85699
557,105785
558,105880
559,74940
560,96785
561,97139
562,76167
563,117642
564,74952
565,96917
566,75772
567,54514
568,111859
569,97187
570,96045
571,117538
572,85727
573,85721
574,95989
575,85680
576,86045
577,85154
578,105875
579,96312
580,54081
581,117585
582,117869
583,85327
584,85848
585,75028
586,95753
587,75759
588,44229
589,95931
590,106060
591,105809
592,86106
593,54621
594,111612
595,96716
596,111691
597,75081
598,43928
599,43935
600,105757
601,117518
602,75675
603,74905
604,96998
605,95946
606,54226
607,117531
608,96723
609,86157
610,97092
611,64958
612,85792
613,85268
614,65428
615,95812
616,96984
617,97016
618,111743
619,95726
620,53911
621,96377
622,117572
623,96381
624,44114
625,95779
626,96675
627,85388
628,112009
629,44407
630,65343
631,75387
632,44064
633,85246
634,65009
635,117728
636,105846
637,76121
638,65441
639,96929
640,97061
641,97142
642,117887
643,75689
644,74927
645,75349
646,54037
647,75968
648,75191
649,95913
650,117650
651,96575
652,75653
653,96056
654,54340
655,85192
656,43999
657,85502
658,65301
659,54430
660,95762
661,75800
662,75478
663,86180
664,44431
665,111662
666,75424
667,44076
668,86070
669,96824
670,96963
671,95976
672,75027
673,75458
674,96986
675,106073
676,96498
677,112055
678,96100
679,85437
680,111963
681,97161
682,76092
683,75699
684,85477
685,96452
686,43956
687,85095
688,85401
689,85387
690,95815
691,85934
692,75415
693,65370
694,65191
695,75314
696,95935
697,96120
698,117573
699,86036
700,75487
701,53886
702,54062
703,75152
704,96704
705,44255
706,44363
707,75976
708,75329
709,54365
710,117553
711,75044
712,75966
713,117802
714,117702
715,54639
716,95888
717,54354
718,85448
719,85932
720,85781
721,44111
722,44360
723,65368
724,54284
725,95884
726,65285
727,117774
728,65212
729,44059
730,96884
731,112025
732,54199
733,117820
734,43943
735,96823
736,96172
737,85123
738,76043
739,75067
740,96106
741,85180
742,85369
743,85153
744,86151
745,75052
746,75328
747,65411
748,44303
749,96862
750,65134
751,97109
752,54414
753,96749
754,54542
755,106044
756,75863
757,76104
758,111833
759,64834
760,65355
761,96859
762,44144
763,85916
764,85881
765,96593
766,111625
767,117604
768,65216
769,117793
770,85973
771,85788
772,97197
773,44117
774,111818
775,97048
776,75382
777,117517
778,96205
779,75883
780,85877
781,85176
782,54564
783,44425
784,85384
785,85252
786,64883
787,43835
788,75705
789,95952
790,76107
791,85524
792,85554
793,54291
794,54521
795,86154
796,85915
797,65170
798,43953
799,85467
800,75184
801,65369
802,85855
803,105910
804,53934
805,54148
806,54517
807,85601
808,96271
809,54104
810,85087
811,75000
812,97128
813,75596
814,96125
815,54221
816,75641
817,117753
818,74976
819,117837
820,75367
821,85568
822,44054
823,111970
824,75876
825,75119
826,53932
827,85219
828,54353
829,53961
830,54090
831,75568
832,85039
833,44257
834,85055
835,96655
836,54663
837,85558
838,85196
839,85083
840,85210
841,96753
842,53919
843,75708
844,95985
845,105848
846,96390
847,65231
848,86137
849,43893
850,75173
851,96656
852,96718
853,53890
854,65029
855,75731
856,85873
857,64856
858,44040
859,85186
860,76003
861,95826
862,85403
863,96804
864,75789
865,111887
866,75830
867,44152
868,96848
869,65358
870,75908
871,85893
872,54186
873,54161
874,44369
875,64997
876,96079
877,65080
878,54322
879,44444
880,95956
881,111607
882,85182
883,85908
884,75558
885,96237
886,85290
887,111708
888,64937
889,65444
890,96240
891,54389
892,75911
893,85288
894,75809
895,111621
896,54196
897,105907
898,117843
899,85413
900,75104
901,75903
902,43871
903,96145
904,75186
905,65152
906,85832
907,117699
908,54664
909,96501
910,75107
911,54071
912,75715
913,117828
914,97192
915,75575
916,54057
917,76143
918,96044
919,54240
920,106012
921,65409
922,75618
923,54047
924,85637
925,44051
926,85236
927,43900
928,111964
929,111798
930,43902
931,44128
932,75652
933,65028
934,85955
935,117696
936,97001
937,44394
938,112058
939,85772
940,54506
941,44046
942,65182
943,96326
944,65250
945,96206
946,117874
947,96040
948,54153
949,64855
950,96912
951,65249
952,44157
953,65205
954,65045
955,95796
956,54415
957,96777
958,85610
959,53990
960,96604
961,75941
962,53889
963,95823
964,54649
965,64754
966,85274
967,74903
968,64988
969,75153
970,96288
971,96023
972,117703
973,85232
974,75324
975,76082
976,117840
977,75576
978,85994
979,54242
980,111650
981,105997
982,54431
983,112027
984,95910
985,96645
986,96725
987,74994
988,85157
989,85702
990,65132
991,74993
992,76119
993,95863
994,44053
995,111954
996,43952
997,85053
998,111705
999,75982
1000,54533
1001,64807
1002,105872
1003,86059
1004,85744
1005,96157
1006,43877
1007,85692
1008,97213
1009,64809
1010,75215
1011,54130
1012,75299
1013,75744
1014,85285
1015,75277
1016,96516
1017,117878
1018,117514
1019,44465
1020,85121
1021,96442
1022,65083
1023,85537
1024,65270
1025,53971
1026,44089
1027,44112
1028,85243
1029,75101
1030,54568
1031,75572
1032,111806
1033,54477
1034,111837
1035,54510
1036,86215
1037,85382
1038,65438
1039,53864
1040,85700
1041,96497
1042,75817
1043,75712
1044,96191
1045,43823
1046,64847
1047,96510
1048,117662
1049,96961
1050,75820
1051,85130
1052,86031
1053,54180
1054,75973
1055,85859
1056,75963
1057,54549
1058,75080
1059,96346
1060,75404
1061,96820
1062,54044
1063,75844
1064,97039
1065,85144
1066,65423
1067,65171
1068,65011
1069,44321
1070,54164
1071,65294
1072,105836
1073,112068
1074,96128
1075,75794
1076,96922
1077,65407
1078,85947
1079,96021
1080,75674
1081,44375
1082,96417
1083,85945
1084,111765
1085,86187
1086,96076
1087,44231
1088,75341
1089,97013
1090,53910
1091,96576
1092,86025
1093,85592
1094,96013
1095,85459
1096,65243
1097,75650
1098,64747
1099,75667
1100,85733
1101,97006
1102,96798
1103,117639
1104,53964
1105,75764
1106,112046
1107,96561
1108,117832
1109,76185
1110,75257
1111,96146
1112,85464
1113,75421
1114,54479
1115,65162
1116,65184
1117,75041
1118,96756
1119,96671
1120,86034
1121,75066
1122,117792
1123,105975
1124,75696
1125,75885
1126,85277
1127,95731
1128,96603
1129,44065
1130,75037
1131,75161
1132,65439
1133,54099
1134,95911
1135,95803
1136,65347
1137,106077
1138,44300
1139,97008
1140,96528
1141,54588
1142,75267
1143,111670
1144,54648
1145,75179
1146,97110
1147,53973
1148,97156
1149,75158
1150,75518
1151,75516
1152,106067
1153,54183
1154,64899
1155,96600
1156,86139
1157,96221
1158,74984
1159,97014
1160,76073
1161,75623
1162,75608
1163,75850
1164,75246
1165,44155
1166,74895
1167,96800
1168,111644
1169,96102
1170,96515
1171,112037
1172,95818
1173,85986
1174,105955
1175,54163
1176,75269
1177,44078
1178,75975
1179,74894
1180,64963
1181,44170
1182,44406
1183,54427
1184,64822
1185,54646
1186,85650
1187,64920
1188,54367
1189,86260
1190,75083
1191,74899
1192,74924
1193,74937
1194,54659
1195,65151
1196,75824
1197,85428
1198,75646
1199,54450
1200,65098
1201,85409
1202,74989
1203,53893
1204,85949
1205,75873
1206,96260
1207,44436
1208,54493
1209,96333
1210,85150
1211,96487
1212,75498
1213,43965
1214,96375
1215,75887
1216,96927
1217,54608
1218,96015
1219,75019
1220,86255
1221,97102
1222,95927
1223,97184
1224,97148
1225,44130
1226,96098
1227,44086
1228,111786
1229,75388
1230,85797
1231,75793
1232,96011
1233,65290
1234,117641
1235,65325
1236,75047
1237,75319
1238,75449
1239,96881
1240,95747
1241,111912
1242,54457
1243,85705
1244,75679
1245,75719
1246,96218
1247,75882
1248,54377
1249,96861
1250,96411
1251,111772
1252,96048
1253,96423
1254,54171
1255,106031
1256,112033
1257,85250
1258,106075
1259,111967
1260,85337
1261,97047
1262,75228
1263,117678
1264,43980
1265,96103
1266,43968
1267,117574
1268,96554
1269,96359
1270,86150
1271,65391
1272,85625
1273,75977
1274,75520
1275,86218
1276,53868
1277,111748
1278,65018
1279,54423
1280,44481
1281,112008
1282,75519
1283,65289
1284,96982
1285,65431
1286,95948
1287,76091
1288,85841
1289,85497
1290,111898
1291,111987
1292,75590
1293,65371
1294,85341
1295,85523
1296,85260
1297,86211
1298,96590
1299,96052
1300,75344
1301,44373
1302,96203
1303,54404
1304,75471
1305,85847
1306,75159
1307,76181
1308,96353
1309,111904
1310,85989
1311,75927
1312,43879
1313,54570
1314,85696
1315,75199
1316,111594
1317,53951
1318,44370
1319,96935
1320,75740
1321,54010
1322,85205
1323,75076
1324,75868
1325,96983
1326,76056
1327,96750
1328,95928
1329,96372
1330,117771
1331,65245
1332,96941
1333,111775
1334,96111
1335,105850
1336,76141
1337,96659
1338,111733
1339,86243
1340,95993
1341,75431
1342,105743
1343,75687
1344,64892
1345,75930
1346,54593
1347,75825
1348,117486
1349,65306
1350,54522
1351,96672
1352,64774
1353,43881
1354,85038
1355,96773
1356,74906
1357,95742
1358,95967
1359,65385
1360,111888
1361,96564
1362,85798
1363,85446
1364,95880
1365,106003
1366,85690
1367,54022
1368,54045
1369,85178
1370,64852
1371,95789
1372,95932
1373,96952
1374,96064
1375,96161
1376,96811
1377,76103
1378,64765
1379,96921
1380,65030
1381,105795
1382,86117
1383,54476
1384,96110
1385,111658
1386,65280
1387,65264
1388,54263
1389,54499
1390,65225
1391,111844
1392,75840
1393,75728
1394,44101
1395,85227
1396,75289
1397,65361
1398,44024
1399,96911
1400,43888
1401,105802
1402,86014
1403,85494
1404,96257
1405,86090
1406,75879
1407,75810
1408,96086
1409,75413
1410,96868
1411,76017
1412,85946
1413,95879
1414,111720
1415,75376
1416,111980
1417,117609
1418,65139
1419,85603
1420,75709
1421,86167
1422,65154
1423,54443
1424,117738
1425,44276
1426,95899
1427,54346
1428,85518
1429,95838
1430,53918
1431,111858
1432,54481
1433,65394
1434,44463
1435,96942
1436,76088
1437,96434
1438,96630
1439,111620
1440,85328
1441,65137
1442,96637
1443,64881
1444,96926
1445,96108
1446,95898
1447,96547
1448,85580
1449,65167
1450,117889
1451,85865
1452,85051
1453,54174
1454,75905
1455,75354
1456,75702
1457,85351
1458,64739
1459,95711
1460,85863
1461,97069
1462,54001
1463,44063
1464,97195
1465,96201
1466,117741
1467,105991
1468,74936
1469,106046
1470,75729
1471,76031
1472,96019
1473,96020
1474,95763
1475,76178
1476,65268
1477,75823
1478,86227
1479,85649
1480,75870
1481,95862
1482,86165
1483,105784
1484,75245
1485,105812
1486,111893
1487,75505
1488,96552
1489,117681
1490,111604
1491,44413
1492,85886
1493,111861
1494,75730
1495,105761
1496,96068
1497,96924
1498,105854
1499,85090
1500,76150
1501,85447
1502,64879
1503,111981
1504,65209
1505,75538
1506,111873
1507,54458
1508,74916
1509,85640
1510,65332
1511,44161
1512,65416
1513,117570
1514,86170
1515,75475
1516,85304
1517,43822
1518,44314
1519,75864
1520,96799
1521,96784
1522,64841
1523,95751
1524,85255
1525,112021
1526,75211
1527,65436
1528,54307
1529,95878
1530,96565
1531,53925
1532,96151
1533,54495
1534,43971
1535,76147
1536,75790
1537,86003
1538,54046
1539,44139
1540,54422
1541,65185
1542,75249
1543,97114
1544,64851
1545,117711
1546,43984
1547,44093
1548,85539
1549,54145
1550,97137
1551,75548
1552,74900
1553,97080
1554,97022
1555,75773
1556,96495
1557,117849
1558,53866
1559,75222
1560,97180
1561,85080
1562,75857
1563,54351
1564,65078
1565,54278
1566,44055
1567,85441
1568,85850
1569,95841
1570,96132
1571,76050
1572,85975
1573,75386
1574,54156
1575,64872
1576,96813
1577,117679
1578,117853
1579,64870
1580,111667
1581,96232
1582,85392
1583,85424
1584,54490
1585,44356
1586,96514
1587,95739
1588,44258
1589,54601
1590,85869
1591,75725
1592,111870
1593,75511
1594,76037
1595,43899
1596,75372
1597,54252
1598,85541
1599,96361
1600,85344
1601,96669
1602,75331
1603,54048
1604,44185
1605,85271
1606,96087
1607,43850
1608,74974
1609,75470
1610,95930
1611,96264
1612,54259
1613,44310
1614,64854
1615,85811
1616,85129
1617,85544
1618,85776
1619,74978
1620,105911
1621,75229
1622,117830
1623,117661
1624,85470
1625,86209
1626,65201
1627,96620
1628,75951
1629,54297
1630,105881
1631,112065
1632,105929
1633,96407
1634,75031
1635,75276
1636,54296
1637,43898
1638,105744
1639,117511
1640,105937
1641,97081
1642,97123
1643,53915
1644,96948
1645,44248
1646,96544
1647,44261
1648,74928
1649,54014
1650,96219
1651,65068
1652,85885
1653,112052
1654,112022
1655,54352
1656,96323
1657,75178
1658,117893
1659,96233
1660,85042
1661,54400
1662,97026
1663,76095
1664,64931
1665,85045
1666,54447
1667,112007
1668,85675
1669,96938
1670,75060
1671,85184
1672,75999
1673,44470
1674,43946
1675,96964
1676,96012
1677,95958
1678,75054
1679,54585
1680,75097
1681,44094
1682,54125
1683,75332
1684,111809
1685,85472
1686,75100
1687,44359
1688,96194
1689,44250
1690,64770
1691,105813
1692,85590
1693,96694
1694,97095
1695,54055
1696,75606
1697,105819
1698,117834
1699,74931
1700,75813
1701,65186
1702,44262
1703,95748
1704,96082
1705,53942
1706,96338
1707,54358
1708,111892
1709,95778
1710,53987
1711,85294
1712,111791
1713,65397
1714,85623
1715,64838
1716,76064
1717,97217
1718,85749
1719,96729
1720,44333
1721,105788
1722,111750
1723,75302
1724,86205
1725,96842
1726,96960
1727,65119
1728,96352
1729,44483
1730,96690
1731,85461
1732,75381
1733,86191
1734,85103
1735,97143
1736,65019
1737,75901
1738,85898
1739,117782
1740,54140
1741,43890
1742,105976
1743,75336
1744,85169
1745,85367
1746,117776
1747,95897
1748,85804
1749,75504
1750,65121
1751,106027
1752,44129
1753,85276
1754,54316
1755,43947
1756,54435
1757,96363
1758,85336
1759,96614
1760,106061
1761,65295
1762,65095
1763,85342
1764,54168
1765,85519
1766,54334
1767,75264
1768,65298
1769,54178
1770,96287
1771,96529
1772,106009
1773,117694
1774,112066
1775,105806
1776,65141
1777,117674
1778,85343
1779,96167
1780,64902
1781,65380
1782,65103
1783,111883
1784,75023
1785,64922
1786,96051
1787,44330
1788,85313
1789,44350
1790,44211
1791,54581
1792,86182
1793,43848
1794,97136
1795,85780
1796,96142
1797,111905
1798,111855
1799,75936
1800,117894
1801,44279
1802,54591
1803,65313
1804,105972
1805,76097
1806,96456
1807,76053
1808,65402
1809,86075
1810,96371
1811,112069
1812,96962
1813,85952
1814,64999
1815,44457
1816,105928
1817,64810
1818,76125
1819,117743
1820,106050
1821,85072
1822,111702
1823,85233
1824,65037
1825,117860
1826,95947
1827,64752
1828,43996
1829,96638
1830,86156
1831,96703
1832,117640
1833,44317
1834,117512
1835,75377
1836,111990
1837,54030
1838,64829
1839,75680
1840,105818
1841,75978
1842,85894
1843,75032
1844,117543
1845,75251
1846,54578
1847,44325
1848,44153
1849,54375
1850,86089
1851,54257
1852,64805
1853,85868
1854,44354
1855,75073
1856,86136
1857,43921
1858,54428
1859,75157
1860,54258
1861,64993
1862,44286
1863,75144
1864,85576
1865,54283
1866,85582
1867,86077
1868,54566
1869,96266
1870,85968
1871,76085
1872,43833
1873,43933
1874,44320
1875,64905
1876,111917
1877,86158
1878,85203
1879,75227
1880,86101
1881,95957
1882,96580
1883,105822
1884,96357
1885,117892
1886,76148
1887,111696
1888,86258
1889,117667
1890,95959
1891,75553
1892,65274
1893,106051
1894,97200
1895,105946
1896,64959
1897,75733
1898,75138
1899,54634
1900,43885
1901,44271
1902,85801
1903,96855
1904,111678
1905,111925
1906,75711
1907,54207
1908,44135
1909,65447
1910,95916
1911,44475
1912,64950
1913,85845
1914,117778
1915,117666
1916,86261
1917,95759
1918,65086
1919,75683
1920,96193
1921,75095
1922,111824
1923,112073
1924,64812
1925,53997
1926,97098
1927,76175
1928,96117
1929,75045
1930,64900
1931,85933
1932,111628
1933,117510
1934,117676
1935,75754
1936,85265
1937,117496
1938,65247
1939,76154
1940,65426
1941,96726
1942,85395
1943,85052
1944,85147
1945,86250
1946,44041
1947,75535
1948,85843
1949,95914
1950,85302
1951,75102
1952,76030
1953,44118
1954,44322
1955,44292
1956,44091
1957,96698
1958,96651
1959,75137
1960,76009
1961,105950
1962,86172
1963,96096
1964,111847
1965,112029
1966,97179
1967,54332
1968,75279
1969,75453
1970,75479
1971,54017
1972,117562
1973,54265
1974,44449
1975,96339
1976,64839
1977,85935
1978,97100
1979,54227
1980,44478
1981,95830
1982,117812
1983,43912
1984,75256
1985,105799
1986,85743
1987,111777
1988,75902
1989,95968
1990,117871
1991,65179
1992,76011
1993,95975
1994,54116
1995,117501
1996,54645
1997,105823
1998,111995
1999,75617
2000,97062
2001,112012
2002,105873
2003,53952
2004,75872
2005,85605
2006,54110
2007,117747
2008,105829
2009,44362
2010,75270
2011,95756
2012,44010
2013,86161
2014,74910
2015,85245
2016,54004
2017,96459
2018,85703
2019,105900
2020,85550
2021,111952
2022,86142
2023,95945
2024,54610
2025,44390
2026,53979
2027,75611
2028,54505
2029,75612
2030,54515
2031,85794
2032,85520
2033,54647
2034,54441
2035,76033
2036,111617
2037,43859
2038,75732
2039,111645
2040,96234
2041,105758
2042,96227
2043,74995
2044,75301
2045,96714
2046,76026
2047,64858
2048,96400
2049,111599
2050,65074
2051,96843
2052,54552
2053,117801
2054,117623
2055,85910
2056,43970
2057,96747
2058,65208
2059,86192
2060,85393
2061,75048
2062,64972
2063,105998
2064,97189
2065,54360
2066,86107
2067,75038
2068,75549
2069,54628
2070,65282
2071,85644
2072,85813
2073,44416
2074,96182
2075,85368
2076,44458
2077,75765
2078,85458
2079,75181
2080,117552
2081,75515
2082,96101
2083,64824
2084,96028
2085,86204
2086,117548
2087,85201
2088,86093
2089,96313
2090,95825
2091,96702
2092,85284
2093,117787
2094,85488
2095,54088
2096,75482
2097,54106
2098,105756
2099,44162
2100,64915
2101,95870
2102,86088
2103,111851
2104,54602
2105,85755
2106,85067
2107,85697
2108,54109
2109,75784
2110,65044
2111,75115
2112,53931
2113,76184
2114,65395
2115,65377
2116,76139
2117,105964
2118,105981
2119,97211
2120,96582
2121,44097
2122,97122
2123,86236
2124,96605
2125,54246
2126,117603
2127,96365
2128,65061
2129,76062
2130,74917
2131,111871
2132,86199
2133,64813
2134,54342
2135,44149
2136,65219
2137,43836
2138,54213
2139,75235
2140,43864
2141,105913
2142,85318
2143,95941
2144,96673
2145,96273
2146,44137
2147,65109
2148,85895
2149,96586
2150,96325
2151,75004
2152,75619
2153,75648
2154,75828
2155,44288
2156,44243
2157,75921
2158,75342
2159,64750
2160,65312
2161,96518
2162,75445
2163,95909
2164,44098
2165,75639
2166,44017
2167,75662
2168,85547
2169,96114
2170,75762
2171,85043
2172,105797
2173,75477
2174,54274
2175,96633
2176,111910
2177,86249
2178,43949
2179,65023
2180,75084
2181,44343
2182,75293
2183,96121
2184,75285
2185,97077
2186,44141
2187,85985
2188,111993
2189,65317
2190,111729
2191,85390
2192,105856
2193,53972
2194,75959
2195,117788
2196,44165
2197,54335
2198,64797
2199,96482
2200,64783
2201,111657
2202,44443
2203,117746
2204,96429
2205,96124
2206,75108
2207,85857
2208,54523
2209,85307
2210,85136
2211,85979
2212,64780
2213,117720
2214,75867
2215,85902
2216,95800
2217,86147
2218,96136
2219,75736
2220,117863
2221,117797
2222,117795
2223,96891
2224,105826
2225,54059
2226,75185
2227,85411
2228,85306
2229,85360
2230,75365
2231,117564
2232,75945
2233,111782
2234,64842
2235,85676
2236,117805
2237,65448
2238,44301
2239,97020
2240,44260
2241,85220
2242,85972
2243,64814
2244,44015
2245,64965
2246,74918
2247,95847
2248,105906
2249,75526
2250,96765
2251,43844
2252,117767
2253,96272
2254,85840
2255,85394
2256,75647
2257,75896
2258,117520
2259,97054
2260,111831
2261,54653
2262,97113
2263,85670
2264,85370
2265,85164
2266,75366
2267,117515
2268,111615
2269,96517
2270,111726
2271,65067
2272,85604
2273,53982
2274,65013
2275,85352
2276,106057
2277,95864
2278,75077
2279,111792
2280,95891
2281,44462
2282,65016
2283,97162
2284,96154
2285,117850
2286,75007
2287,44469
2288,97202
2289,117799
2290,111836
2291,75238
2292,65153
2293,85493
2294,54315
2295,96831
2296,96727
2297,85691
2298,43839
2299,75541
2300,54598
2301,111901
2302,75928
2303,76179
2304,44182
2305,85769
2306,54024
2307,95955
2308,75373
2309,65215
2310,75795
2311,54205
2312,96613
2313,117550
2314,74947
2315,75770
2316,75506
2317,96129
2318,65240
2319,76010
2320,96480
2321,65196
2322,111654
2323,95713
2324,96801
2325,96743
2326,53974
2327,44060
2328,85774
2329,111736
2330,117495
2331,111737
2332,54498
2333,97204
2334,64868
2335,117715
2336,44472
2337,86224
2338,75827
2339,43872
2340,75490
2341,96724
2342,85239
2343,85661
2344,85481
2345,76138
2346,85171
2347,117875
2348,97005
2349,117713
2350,44073
2351,85817
2352,85887
2353,54386
2354,44131
2355,96477
2356,75494
2357,85882
2358,111938
2359,44132
2360,85166
2361,85591
2362,74951
2363,117862
2364,64788
2365,97205
2366,95780
2367,75935
2368,95792
2369,86240
2370,111894
2371,111841
2372,117734
2373,85904
2374,76027
2375,75233
2376,75368
2377,85310
2378,117470
2379,64777
2380,117709
2381,64980
2382,97089
2383,65097
2384,53920
2385,96898
2386,96180
2387,65311
2388,85324
2389,53879
2390,85396
2391,111862
2392,96740
2393,43880
2394,97159
2395,111856
2396,85551
2397,86097
2398,54323
2399,117749
2400,85684
2401,85638
2402,86055
2403,111639
2404,75311
2405,75272
2406,75070
2407,76187
2408,44277
2409,117754
2410,54232
2411,85375
2412,96355
2413,54126
2414,96027
2415,96032
2416,97176
2417,44143
2418,96209
2419,44417
2420,96478
2421,117780
2422,96131
2423,85426
2424,117578
2425,85279
2426,65125
2427,85354
2428,44395
2429,44001
2430,95776
2431,95887
2432,75346
2433,117477
2434,76118
2435,65309
2436,106080
2437,65039
2438,96164
2439,75573
2440,75254
2441,85802
2442,86183
2443,97174
2444,105811
2445,96744
2446,54172
2447,74988
2448,75920
2449,76044
2450,86179
2451,54165
2452,85077
2453,54383
2454,96370
2455,96858
2456,96508
2457,43875
2458,54509
2459,85588
2460,75171
2461,75922
2462,85101
2463,86138
2464,75132
2465,44339
2466,96259
2467,97120
2468,85971
2469,96817
2470,75427
2471,85884
2472,53899
2473,96851
2474,75995
2475,44335
2476,117613
2477,96152
2478,117689
2479,105915
2480,85429
2481,75852
2482,96148
2483,95738
2484,85573
2485,85431
2486,76087
2487,105828
2488,64907
2489,111817
2490,111840
2491,74955
2492,86206
2493,53954
2494,96224
2495,65319
2496,95811
2497,85138
2498,96116
