,0
384,54617
385,105943
386,95788
387,65072
388,75358
389,117670
390,85901
391,75853
392,95906
393,111974
394,95902
395,75517
396,95874
397,111958
398,64773
399,75457
400,76080
401,43826
402,86064
403,65089
404,96342
405,111830
406,96748
407,44000
408,111629
409,76132
410,85563
411,96562
412,117599
413,96344
414,117868
415,96797
416,65412
417,96112
418,117838
419,96711
420,64837
421,65265
422,54609
423,111727
424,105904
425,75495
426,75310
427,85046
428,96211
429,54625
430,96279
431,75090
432,86094
433,64836
434,54007
435,44315
436,76072
437,85415
438,64769
439,85726
440,97178
441,112039
442,97118
443,44011
444,65157
445,54276
446,43819
447,96207
448,65305
449,54146
450,75707
451,97063
452,85754
453,54396
454,117645
455,43852
456,111630
457,111754
458,75489
459,96626
460,117748
461,117588
462,85326
463,96321
464,96878
465,54158
466,76166
467,64995
468,75716
469,44222
470,75782
471,85314
472,65118
473,85240
474,74985
475,65434
476,111685
477,111813
478,85593
479,64831
480,76170
481,96378
482,117594
483,74960
484,96585
485,96841
486,65233
487,75713
488,65302
489,96658
490,75194
491,75405
492,117525
493,53988
494,117534
495,96251
496,117813
497,111716
498,75059
499,85620
500,54040
501,75760
502,64992
503,111916
504,85267
505,86123
506,65258
507,105805
508,76057
509,96349
510,97009
511,96735
512,96126
513,96156
514,117692
515,105996
516,112005
517,85071
518,111781
519,97112
520,86086
521,65093
522,75988
523,54437
524,105936
525,54623
526,96283
527,85358
528,65082
529,105971
530,54640
531,44324
532,76183
533,65166
534,53937
535,53984
536,76156
537,95775
538,105952
539,112040
540,96570
541,75841
542,64767
543,54041
544,105977
545,97093
546,96795
547,54384
548,117632
549,97132
550,95839
551,97194
552,112006
553,54086
554,106028
555,96947
556,85699
557,105785
558,105880
559,74940
560,96785
561,97139
562,76167
563,117642
564,74952
565,96917
566,75772
567,54514
568,111859
569,97187
570,96045
571,117538
572,85727
573,85721
574,95989
575,85680
576,86045
577,85154
578,105875
579,96312
580,54081
581,117585
582,117869
583,85327
584,85848
585,75028
586,95753
587,75759
588,44229
589,95931
590,106060
591,105809
592,86106
593,54621
594,111612
595,96716
596,111691
597,75081
598,43928
599,43935
600,105757
601,117518
602,75675
603,74905
604,96998
605,95946
606,54226
607,117531
608,96723
609,86157
610,97092
611,64958
612,85792
613,85268
614,65428
615,95812
616,96984
617,97016
618,111743
619,95726
620,53911
621,96377
622,117572
623,96381
624,44114
625,95779
626,96675
627,85388
628,112009
629,44407
630,65343
631,75387
632,44064
633,85246
634,65009
635,117728
636,105846
637,76121
638,65441
639,96929
640,97061
641,97142
642,117887
643,75689
644,74927
645,75349
646,54037
647,75968
648,75191
649,95913
650,117650
651,96575
652,75653
653,96056
654,54340
655,85192
656,43999
657,85502
658,65301
659,54430
660,95762
661,75800
662,75478
663,86180
664,44431
665,111662
666,75424
667,44076
668,86070
669,96824
670,96963
671,95976
672,75027
673,75458
674,96986
675,106073
676,96498
677,112055
678,96100
679,85437
680,111963
681,97161
682,76092
683,75699
684,85477
685,96452
686,43956
687,85095
688,85401
689,85387
690,95815
691,85934
692,75415
693,65370
694,65191
695,75314
696,95935
697,96120
698,117573
699,86036
700,75487
701,53886
702,54062
703,75152
704,96704
705,44255
706,44363
707,75976
708,75329
709,54365
710,117553
711,75044
712,75966
713,117802
714,117702
715,54639
716,95888
717,54354
718,85448
719,85932
720,85781
721,44111
722,44360
723,65368
724,54284
725,95884
726,65285
727,117774
728,65212
729,44059
730,96884
731,112025
732,54199
733,117820
734,43943
735,96823
736,96172
737,85123
738,76043
739,75067
740,96106
741,85180
742,85369
743,85153
744,86151
745,75052
746,75328
747,65411
748,44303
749,96862
750,65134
751,97109
752,54414
753,96749
754,54542
755,106044
756,75863
757,76104
758,111833
759,64834
760,65355
761,96859
762,44144
763,85916
764,85881
765,96593
766,111625
767,117604
768,65216
769,117793
770,85973
771,85788
772,97197
773,44117
774,111818
775,97048
776,75382
777,117517
778,96205
779,75883
780,85877
781,85176
782,54564
783,44425
784,85384
785,85252
786,64883
787,43835
788,75705
789,95952
790,76107
791,85524
792,85554
793,54291
794,54521
795,86154
796,85915
797,65170
798,43953
799,85467
800,75184
801,65369
802,85855
803,105910
804,53934
805,54148
806,54517
807,85601
808,96271
809,54104
810,85087
811,75000
812,97128
813,75596
814,96125
815,54221
816,75641
817,117753
818,74976
819,117837
820,75367
821,85568
822,44054
823,111970
824,75876
825,75119
826,53932
827,85219
828,54353
829,53961
830,54090
831,75568
832,85039
833,44257
834,85055
835,96655
836,54663
837,85558
838,85196
839,85083
840,85210
841,96753
842,53919
843,75708
844,95985
845,105848
846,96390
847,65231
848,86137
849,43893
850,75173
851,96656
852,96718
853,53890
854,65029
855,75731
856,85873
857,64856
858,44040
859,85186
860,76003
861,95826
862,85403
863,96804
864,75789
865,111887
866,75830
867,44152
868,96848
869,65358
870,75908
871,85893
872,54186
873,54161
874,44369
875,64997
876,96079
877,65080
878,54322
879,44444
880,95956
881,111607
882,85182
883,85908
884,75558
885,96237
886,85290
887,111708
888,64937
889,65444
890,96240
891,54389
892,75911
893,85288
894,75809
895,111621
896,54196
897,105907
898,117843
899,85413
900,75104
901,75903
902,43871
903,96145
904,75186
905,65152
906,85832
907,117699
908,54664
909,96501
910,75107
911,54071
912,75715
913,117828
914,97192
915,75575
916,54057
917,76143
918,96044
919,54240
920,106012
921,65409
922,75618
923,54047
924,85637
925,44051
926,85236
927,43900
928,111964
929,111798
930,43902
931,44128
932,75652
933,65028
934,85955
935,117696
936,97001
937,44394
938,112058
939,85772
940,54506
941,44046
942,65182
943,96326
944,65250
945,96206
946,117874
947,96040
948,54153
949,64855
950,96912
951,65249
952,44157
953,65205
954,65045
955,95796
956,54415
957,96777
958,85610
959,53990
960,96604
961,75941
962,53889
963,95823
964,54649
965,64754
966,85274
967,74903
968,64988
969,75153
970,96288
971,96023
972,117703
973,85232
974,75324
975,76082
976,117840
977,75576
978,85994
979,54242
980,111650
981,105997
982,54431
983,112027
984,95910
985,96645
986,96725
987,74994
988,85157
989,85702
990,65132
991,74993
992,76119
993,95863
994,44053
995,111954
996,43952
997,85053
998,111705
999,75982
1000,54533
1001,64807
1002,105872
1003,86059
1004,85744
1005,96157
1006,43877
1007,85692
1008,97213
1009,64809
1010,75215
1011,54130
1012,75299
1013,75744
1014,85285
1015,75277
1016,96516
1017,117878
1018,117514
1019,44465
1020,85121
1021,96442
1022,65083
1023,85537
1024,65270
1025,53971
1026,44089
1027,44112
1028,85243
1029,75101
1030,54568
1031,75572
1032,111806
1033,54477
1034,111837
1035,54510
1036,86215
1037,85382
1038,65438
1039,53864
1040,85700
1041,96497
1042,75817
1043,75712
1044,96191
1045,43823
1046,64847
1047,96510
1048,117662
1049,96961
1050,75820
1051,85130
1052,86031
1053,54180
1054,75973
1055,85859
1056,75963
1057,54549
1058,75080
1059,96346
1060,75404
1061,96820
1062,54044
1063,75844
1064,97039
1065,85144
1066,65423
1067,65171
1068,65011
1069,44321
1070,54164
1071,65294
1072,105836
1073,112068
1074,96128
1075,75794
1076,96922
1077,65407
1078,85947
1079,96021
1080,75674
1081,44375
1082,96417
1083,85945
1084,111765
1085,86187
1086,96076
1087,44231
1088,117622
1089,75561
1090,54073
1091,112015
1092,44380
1093,75985
1094,43860
1095,54052
1096,117839
1097,75714
1098,54537
1099,96215
1100,74896
1101,105781
1102,65267
1103,111935
1104,85767
1105,75663
1106,96289
1107,105961
1108,76086
1109,95761
1110,44191
1111,75785
1112,65392
1113,65087
1114,75306
1115,85611
1116,96038
1117,117596
1118,96612
1119,96049
1120,75313
1121,95860
1122,105970
1123,117855
1124,85330
1125,96305
1126,105869
1127,97088
1128,97040
1129,85861
1130,75904
1131,111869
1132,96181
1133,54446
1134,95890
1135,54561
1136,85651
1137,76059
1138,97164
1139,65126
1140,54195
1141,96281
1142,54201
1143,75665
1144,54460
1145,44385
1146,43950
1147,44387
1148,54627
1149,64781
1150,64746
1151,85109
1152,111653
1153,76079
1154,85996
1155,75359
1156,86116
1157,86146
1158,44323
1159,85092
1160,105933
1161,44251
1162,64964
1163,75006
1164,54155
1165,111838
1166,96666
1167,75321
1168,75459
1169,96330
1170,65172
1171,95767
1172,96268
1173,96609
1174,85471
1175,112064
1176,75357
1177,85918
1178,96579
1179,85062
1180,64983
1181,65113
1182,65226
1183,85694
1184,65034
1185,95953
1186,117629
1187,85457
1188,96088
1189,64886
1190,96267
1191,44374
1192,64938
1193,86121
1194,76165
1195,74938
1196,44275
1197,96992
1198,75110
1199,95980
1200,111919
1201,54228
1202,44422
1203,111759
1204,44074
1205,53926
1206,75003
1207,96188
1208,95925
1209,85261
1210,85406
1211,65213
1212,76127
1213,75686
1214,75287
1215,117576
1216,65367
1217,105986
1218,85791
1219,106033
1220,105884
1221,111950
1222,75175
1223,54021
1224,95728
1225,117716
1226,95949
1227,75972
1228,96697
1229,96779
1230,95716
1231,75497
1232,111994
1233,54650
1234,75182
1235,86071
1236,85871
1237,117612
1238,54587
1239,75057
1240,117591
1241,117544
1242,96860
1243,96436
1244,117532
1245,117729
1246,85683
1247,85587
1248,75942
1249,96282
1250,44067
1251,86135
1252,75822
1253,65442
1254,64745
1255,44268
1256,44265
1257,65418
1258,76134
1259,96071
1260,96432
1261,44408
1262,85716
1263,96130
1264,111849
1265,53883
1266,54387
1267,85449
1268,106038
1269,65328
1270,54244
1271,86095
1272,65283
1273,53909
1274,44327
1275,111804
1276,97002
1277,54655
1278,85202
1279,106047
1280,86248
1281,117509
1282,85174
1283,64923
1284,105859
1285,54325
1286,54527
1287,43981
1288,117482
1289,44072
1290,96542
1291,117752
1292,96026
1293,75839
1294,44029
1295,117682
1296,85545
1297,75523
1298,53870
1299,75308
1300,117851
1301,85647
1302,105916
1303,54440
1304,95717
1305,64751
1306,97111
1307,44353
1308,105956
1309,74901
1310,74954
1311,65027
1312,96060
1313,117631
1314,85602
1315,95886
1316,75588
1317,53885
1318,54405
1319,96031
1320,85398
1321,75370
1322,85658
1323,111823
1324,75569
1325,75163
1326,96731
1327,65012
1328,117526
1329,96314
1330,111605
1331,43841
1332,85608
1333,111907
1334,96244
1335,106076
1336,111865
1337,86006
1338,44146
1339,54267
1340,43925
1341,85450
1342,64785
1343,85938
1344,44398
1345,105984
1346,96261
1347,96235
1348,85844
1349,44034
1350,54603
1351,75676
1352,97073
1353,96532
1354,85490
1355,117633
1356,75668
1357,111761
1358,111676
1359,85133
1360,85805
1361,75411
1362,95867
1363,85089
1364,85281
1365,85731
1366,105769
1367,111697
1368,75274
1369,85254
1370,117476
1371,96185
1372,106049
1373,44026
1374,117879
1375,64874
1376,86178
1377,44189
1378,44405
1379,75195
1380,75340
1381,117882
1382,54313
1383,53872
1384,96525
1385,86119
1386,85687
1387,111638
1388,65081
1389,54009
1390,96302
1391,54599
1392,85517
1393,85720
1394,44013
1395,85639
1396,96527
1397,86046
1398,65193
1399,95764
1400,96601
1401,44166
1402,64966
1403,96895
1404,75118
1405,111864
1406,64859
1407,95795
1408,111776
1409,75112
1410,95828
1411,117814
1412,85831
1413,97168
1414,111647
1415,54494
1416,85152
1417,96971
1418,85708
1419,96846
1420,96416
1421,97075
1422,97212
1423,75746
1424,75583
1425,75225
1426,54464
1427,95794
1428,44090
1429,64930
1430,75752
1431,65331
1432,43945
1433,64897
1434,75598
1435,95807
1436,75634
1437,85525
1438,86234
1439,76153
1440,85438
1441,44247
1442,76006
1443,44283
1444,44005
1445,75436
1446,96286
1447,97071
1448,96807
1449,85056
1450,117880
1451,112024
1452,54303
1453,64778
1454,85112
1455,96303
1456,85718
1457,65322
1458,85827
1459,86239
1460,111874
1461,111711
1462,96431
1463,43906
1464,96199
1465,54518
1466,85385
1467,64748
1468,65202
1469,54349
1470,43978
1471,117768
1472,76122
1473,97011
1474,96133
1475,97196
1476,74958
1477,97096
1478,96571
1479,43973
1480,75527
1481,75160
1482,85248
1483,54281
1484,43920
1485,44124
1486,86092
1487,54606
1488,75265
1489,65110
1490,85420
1491,65340
1492,44439
1493,85930
1494,95814
1495,112070
1496,86171
1497,96343
1498,54504
1499,65338
1500,85433
1501,85513
1502,75309
1503,75040
1504,75383
1505,112047
1506,44057
1507,43867
1508,96059
1509,43975
1510,64878
1511,117704
1512,117735
1513,117579
1514,53877
1515,85629
1516,54580
1517,96022
1518,54003
1519,96451
1520,96169
1521,111975
1522,85209
1523,76058
1524,43942
1525,65206
1526,75071
1527,85860
1528,85779
1529,76032
1530,105842
1531,53891
1532,64760
1533,64827
1534,96885
1535,43862
1536,96587
1537,105808
1538,75792
1539,97004
1540,86102
1541,43913
1542,43936
1543,64889
1544,54456
1545,75578
1546,54604
1547,86002
1548,75398
1549,75507
1550,54162
1551,43846
1552,75472
1553,96594
1554,85917
1555,85878
1556,75355
1557,95926
1558,74949
1559,44199
1560,85197
1561,54482
1562,44179
1563,85553
1564,105944
1565,96814
1566,105839
1567,54376
1568,53978
1569,85399
1570,54615
1571,75720
1572,106042
1573,64806
1574,54176
1575,65314
1576,111992
1577,96893
1578,44173
1579,75380
1580,96255
1581,75609
1582,75509
1583,75640
1584,43866
1585,65239
1586,54666
1587,44230
1588,96183
1589,85597
1590,96351
1591,54392
1592,65107
1593,96894
1594,97175
1595,97097
1596,106011
1597,96700
1598,111922
1599,95972
1600,44082
1601,85565
1602,117806
1603,75203
1604,106070
1605,111714
1606,75025
1607,95804
1608,105855
1609,75869
1610,54138
1611,75724
1612,85760
1613,96034
1614,96999
1615,117611
1616,96037
1617,105898
1618,74898
1619,96904
1620,85506
1621,96502
1622,54553
1623,111805
1624,106052
1625,85724
1626,76131
1627,106013
1628,105798
1629,86001
1630,75183
1631,65071
1632,75198
1633,96065
1634,54175
1635,86072
1636,44450
1637,85076
1638,96853
1639,75860
1640,96016
1641,75123
1642,54249
1643,96382
1644,85600
1645,112003
1646,117554
1647,54185
1648,105940
1649,54577
1650,86029
1651,44210
1652,76069
1653,44382
1654,75672
1655,54317
1656,44209
1657,111703
1658,75595
1659,96572
1660,64951
1661,75965
1662,97108
1663,106035
1664,111634
1665,117560
1666,86267
1667,65056
1668,96629
1669,74893
1670,96678
1671,54294
1672,75592
1673,75318
1674,95872
1675,96721
1676,96093
1677,75455
1678,75722
1679,105883
1680,74912
1681,54119
1682,105840
1683,96080
1684,54309
1685,54006
1686,117827
1687,111801
1688,44249
1689,95978
1690,95819
1691,96294
1692,112031
1693,85829
1694,43870
1695,44147
1696,95917
1697,85224
1698,117841
1699,96138
1700,75962
1701,43998
1702,117597
1703,85509
1704,75952
1705,85765
1706,85905
1707,96966
1708,44345
1709,86128
1710,85939
1711,76045
1712,86228
1713,44454
1714,65366
1715,117803
1716,75018
1717,117758
1718,96872
1719,86100
1720,75284
1721,85967
1722,117523
1723,106063
1724,96618
1725,44456
1726,54471
1727,75503
1728,96769
1729,105894
1730,64973
1731,65266
1732,96641
1733,85298
1734,65419
1735,74926
1736,54273
1737,97025
1738,96830
1739,64948
1740,75528
1741,96757
1742,85170
1743,86062
1744,96252
1745,64909
1746,65296
1747,105766
1748,97034
1749,75268
1750,54254
1751,54432
1752,96987
1753,96695
1754,117471
1755,54042
1756,74968
1757,64887
1758,54567
1759,54362
1760,96519
1761,44154
1762,54626
1763,86241
1764,54039
1765,111998
1766,95904
1767,43896
1768,75547
1769,54397
1770,75660
1771,75375
1772,96450
1773,65304
1774,43889
1775,85086
1776,105917
1777,76099
1778,54198
1779,74943
1780,95712
1781,65096
1782,75570
1783,75432
1784,65384
1785,86163
1786,85069
1787,105960
1788,85688
1789,75426
1790,95977
1791,44120
1792,105963
1793,117708
1794,117740
1795,65031
1796,96393
1797,111755
1798,54390
1799,111694
1800,44085
1801,75957
1802,117750
1803,105804
1804,96955
1805,54324
1806,85082
1807,75802
1808,75416
1809,105905
1810,85162
1811,44236
1812,54229
1813,105816
1814,86176
1815,85758
1816,112030
1817,117489
1818,96299
1819,44259
1820,75146
1821,75260
1822,117775
1823,97106
1824,85041
1825,76000
1826,117822
1827,44070
1828,74935
1829,54619
1830,44102
1831,64861
1832,75085
1833,75649
1834,75524
1835,111799
1836,44080
1837,54418
1838,44377
1839,96254
1840,97078
1841,85115
1842,44256
1843,96092
1844,96663
1845,54467
1846,117866
1847,85963
1848,96347
1849,96953
1850,43961
1851,44415
1852,105989
1853,43969
1854,86051
1855,96061
1856,117833
1857,86124
1858,86120
1859,75294
1860,54256
1861,96646
1862,85075
1863,74996
1864,96127
1865,111749
1866,105825
1867,95760
1868,96402
1869,96557
1870,85486
1871,75917
1872,111688
1873,105914
1874,85383
1875,85349
1876,111955
1877,54508
1878,96499
1879,75124
1880,75969
1881,54651
1882,85897
1883,54398
1884,75148
1885,96728
1886,105752
1887,75351
1888,85161
1889,75078
1890,44372
1891,85944
1892,85514
1893,44052
1894,111929
1895,65175
1896,54594
1897,64844
1898,85819
1899,85535
1900,96597
1901,96008
1902,85223
1903,75918
1904,112043
1905,54035
1906,95785
1907,96686
1908,111724
1909,96090
1910,117659
1911,105849
1912,85993
1913,75042
1914,75075
1915,54319
1916,54590
1917,43914
1918,75877
1919,111853
1920,111828
1921,96263
1922,106024
1923,65408
1924,75631
1925,112075
1926,44306
1927,64939
1928,75734
1929,44043
1930,44391
1931,95882
1932,85735
1933,95990
1934,54058
1935,54643
1936,43964
1937,86126
1938,75467
1939,43963
1940,96588
1941,105870
1942,44163
1943,43927
1944,85228
1945,65375
1946,75931
1947,76089
1948,95809
1949,96691
1950,54012
1951,97049
1952,85340
1953,65079
1954,75514
1955,85512
1956,44348
1957,86208
1958,85833
1959,97141
1960,43958
1961,111674
1962,85852
1963,95805
1964,75892
1965,54132
1966,117529
1967,96074
1968,43909
1969,65224
1970,85653
1971,85824
1972,85371
1973,85116
1974,76171
1975,85510
1976,117500
1977,75757
1978,117804
1979,75587
1980,111680
1981,75361
1982,111707
1983,75168
1984,85913
1985,74957
1986,117807
1987,54320
1988,96428
1989,65256
1990,44110
1991,65300
1992,44145
1993,96535
1994,75217
1995,44459
1996,96617
1997,54122
1998,54216
1999,96569
2000,75895
2001,97065
2002,65396
2003,54033
2004,85435
2005,97166
2006,85574
2007,64982
2008,85183
2009,75833
2010,105844
2011,54554
2012,106079
2013,85921
2014,85113
2015,75334
2016,106002
2017,96751
2018,53981
2019,75673
2020,111985
2021,86201
2022,64795
2023,96109
2024,96290
2025,76014
2026,53963
2027,105762
2028,96512
2029,111663
2030,117536
2031,75560
2032,95951
2033,96493
2034,85643
2035,97173
2036,111961
2037,54194
2038,75452
2039,75333
2040,96228
2041,96485
2042,117646
2043,65000
2044,86020
2045,65015
2046,65374
2047,43932
2048,74977
2049,85322
2050,85585
2051,54600
2052,85671
2053,117527
2054,75525
2055,54370
2056,105885
2057,74904
2058,75812
2059,75008
2060,75218
2061,75105
2062,96461
2063,111944
2064,75230
2065,85924
2066,44393
2067,85108
2068,86013
2069,65230
2070,54237
2071,86110
2072,85483
2073,97019
2074,111730
2075,75815
2076,95816
2077,85686
2078,44437
2079,54173
2080,96991
2081,85669
2082,106037
2083,65308
2084,95722
2085,54187
2086,75170
2087,85507
2088,54100
2089,96274
2090,85120
2091,96241
2092,106008
2093,111752
2094,111738
2095,75111
2096,85212
2097,54108
2098,54302
2099,65292
2100,65046
2101,96598
2102,44299
2103,96863
2104,44441
2105,75508
2106,96821
2107,65190
2108,85634
2109,117852
2110,75142
2111,75435
2112,74950
2113,54301
2114,96208
2115,85378
2116,65360
2117,65321
2118,106054
2119,64821
2120,97084
2121,65007
2122,85722
2123,97190
2124,86202
2125,105918
2126,97028
2127,75122
2128,54512
2129,96875
2130,117785
2131,54656
2132,44198
2133,96788
2134,75747
2135,54572
2136,44016
2137,54469
2138,44202
2139,86061
2140,43934
2141,75669
2142,95845
2143,76081
2144,95729
2145,54271
2146,95988
2147,53863
2148,75397
2149,44399
2150,95834
2151,96918
2152,75604
2153,76137
2154,75633
2155,86049
2156,44056
2157,75771
2158,86085
2159,65339
2160,65424
2161,105968
2162,44239
2163,96664
2164,105965
2165,95737
2166,75565
2167,85316
2168,76049
2169,85126
2170,74920
2171,54391
2172,43874
2173,96541
2174,85849
2175,96633
2176,111910
2177,86249
2178,43949
2179,65023
2180,75084
2181,44343
2182,75293
2183,96121
2184,75285
2185,97077
2186,44141
2187,85985
2188,111993
2189,65317
2190,111729
2191,85390
2192,105856
2193,53972
2194,75959
2195,117788
2196,44165
2197,54335
2198,64797
2199,96482
2200,64783
2201,111657
2202,44443
2203,117746
2204,96429
2205,96124
2206,75108
2207,85857
2208,54523
2209,85307
2210,85136
2211,85979
2212,64780
2213,117720
2214,75867
2215,85902
2216,95800
2217,86147
2218,96136
2219,75736
2220,117863
2221,117797
2222,117795
2223,96891
2224,105826
2225,54059
2226,75185
2227,85411
2228,85306
2229,85360
2230,75365
2231,117564
2232,75945
2233,111782
2234,64842
2235,85676
2236,117805
2237,65448
2238,44301
2239,97020
2240,44260
2241,85220
2242,85972
2243,64814
2244,44015
2245,64965
2246,74918
2247,95847
2248,105906
2249,75526
2250,96765
2251,43844
2252,117767
2253,96272
2254,85840
2255,85394
2256,75647
2257,75896
2258,117520
2259,97054
2260,111831
2261,54653
2262,97113
2263,85670
2264,85370
2265,85164
2266,75366
2267,117515
2268,111615
2269,96517
2270,111726
2271,65067
2272,85604
2273,53982
2274,65013
2275,85352
2276,106057
2277,95864
2278,75077
2279,111792
2280,95891
2281,44462
2282,65016
2283,97162
2284,96154
2285,117850
2286,75007
2287,44469
2288,97202
2289,117799
2290,111836
2291,75238
2292,65153
2293,85493
2294,54315
2295,96831
2296,96727
2297,85691
2298,43839
2299,75541
2300,54598
2301,111901
2302,75928
2303,76179
2304,44182
2305,85769
2306,54024
2307,95955
2308,75373
2309,65215
2310,75795
2311,54205
2312,96613
2313,117550
2314,74947
2315,75770
2316,75506
2317,96129
2318,65240
2319,76010
2320,96480
2321,65196
2322,111654
2323,95713
2324,96801
2325,96743
2326,53974
2327,44060
2328,85774
2329,111736
2330,117495
2331,111737
2332,54498
2333,97204
2334,64868
2335,117715
2336,44472
2337,86224
2338,75827
2339,43872
2340,75490
2341,96724
2342,85239
2343,85661
2344,85481
2345,76138
2346,85171
2347,117875
2348,97005
2349,117713
2350,44073
2351,85817
2352,85887
2353,54386
2354,44131
2355,96477
2356,75494
2357,85882
2358,111938
2359,44132
2360,85166
2361,85591
2362,74951
2363,117862
2364,64788
2365,97205
2366,95780
2367,75935
2368,95792
2369,86240
2370,111894
2371,111841
2372,117734
2373,85904
2374,76027
2375,75233
2376,75368
2377,85310
2378,117470
2379,64777
2380,117709
2381,64980
2382,97089
2383,65097
2384,53920
2385,96898
2386,96180
2387,65311
2388,85324
2389,53879
2390,85396
2391,111862
2392,96740
2393,43880
2394,97159
2395,111856
2396,85551
2397,86097
2398,54323
2399,117749
2400,85684
2401,85638
2402,86055
2403,111639
2404,75311
2405,75272
2406,75070
2407,76187
2408,44277
2409,117754
2410,54232
2411,85375
2412,96355
2413,54126
2414,96027
2415,96032
2416,97176
2417,44143
2418,96209
2419,44417
2420,96478
2421,117780
2422,96131
2423,85426
2424,117578
2425,85279
2426,65125
2427,85354
2428,44395
2429,44001
2430,95776
2431,95887
2432,75346
2433,117477
2434,76118
2435,65309
2436,106080
2437,65039
2438,96164
2439,75573
2440,75254
2441,85802
2442,86183
2443,97174
2444,105811
2445,96744
2446,54172
2447,74988
2448,75920
2449,76044
2450,86179
2451,54165
2452,85077
2453,54383
2454,96370
2455,96858
2456,96508
2457,43875
2458,54509
2459,85588
2460,75171
2461,75922
2462,85101
2463,86138
2464,75132
2465,44339
2466,96259
2467,97120
2468,85971
2469,96817
2470,75427
2471,85884
2472,53899
2473,96851
2474,75995
2475,44335
2476,117613
2477,96152
2478,117689
2479,105915
2480,85429
2481,75852
2482,96148
2483,95738
2484,85573
2485,85431
2486,76087
2487,105828
2488,64907
2489,111817
2490,111840
2491,74955
2492,86206
2493,53954
2494,96224
2495,65319
2496,95811
2497,85138
2498,96116
