,0
570,75595
571,96572
572,64951
573,75965
574,97108
575,106035
576,111634
577,117560
578,86267
579,65056
580,96629
581,74893
582,96678
583,54294
584,75592
585,75318
586,95872
587,96721
588,96093
589,75455
590,75722
591,105883
592,74912
593,54119
594,105840
595,96080
596,54309
597,54006
598,117827
599,111801
600,44249
601,95978
602,95819
603,96294
604,112031
605,85829
606,43870
607,44147
608,95917
609,85224
610,117841
611,96138
612,75962
613,43998
614,117597
615,85509
616,75952
617,85765
618,85905
619,96966
620,44345
621,86128
622,85939
623,76045
624,86228
625,44454
626,65366
627,117803
628,75018
629,117758
630,96872
631,86100
632,75284
633,85967
634,117523
635,106063
636,96618
637,44456
638,54471
639,75503
640,96769
641,105894
642,64973
643,65266
644,96641
645,85298
646,65419
647,74926
648,54273
649,97025
650,96830
651,64948
652,75528
653,96757
654,85170
655,86062
656,96252
657,64909
658,65296
659,105766
660,97034
661,75268
662,54254
663,54432
664,96987
665,96695
666,117471
667,54042
668,74968
669,64887
670,54567
671,54362
672,96519
673,44154
674,54626
675,86241
676,54039
677,111998
678,95904
679,43896
680,75547
681,54397
682,75660
683,75375
684,96450
685,65304
686,43889
687,85086
688,105917
689,76099
690,54198
691,74943
692,95712
693,65096
694,75570
695,75432
696,65384
697,86163
698,85069
699,105960
700,85688
701,75426
702,95977
703,44120
704,105963
705,117708
706,117740
707,65031
708,96393
709,111755
710,54390
711,111694
712,44085
713,75957
714,117750
715,105804
716,96955
717,54324
718,85082
719,75802
720,75416
721,105905
722,85162
723,44236
724,54229
725,105816
726,86176
727,85758
728,112030
729,117489
730,96299
731,44259
732,75146
733,75260
734,117775
735,97106
736,85041
737,76000
738,117822
739,44070
740,74935
741,54619
742,44102
743,64861
744,75085
745,75649
746,75524
747,111799
748,44080
749,54418
750,44377
751,96254
752,97078
753,85115
754,44256
755,96092
756,96663
757,54467
758,117866
759,85963
760,96347
761,96953
762,43961
763,44415
764,105989
765,43969
766,86051
767,96061
768,117833
769,86124
770,86120
771,75294
772,54256
773,96646
774,85075
775,74996
776,96127
777,111749
778,105825
779,95760
780,96402
781,96557
782,85486
783,75917
784,111688
785,105914
786,85383
787,85349
788,111955
789,54508
790,96499
791,75124
792,75969
793,54651
794,85897
795,54398
796,75148
797,96728
798,105752
799,75351
800,85161
801,75078
802,44372
803,85944
804,85514
805,44052
806,111929
807,65175
808,54594
809,64844
810,85819
811,85535
812,96597
813,96008
814,85223
815,75918
816,112043
817,54035
818,95785
819,96686
820,111724
821,96090
822,117659
823,105849
824,85993
825,75042
826,75075
827,54319
828,54590
829,43914
830,75877
831,111853
832,111828
833,96263
834,106024
835,65408
836,75631
837,112075
838,44306
839,64939
840,75734
841,44043
842,44391
843,95882
844,85735
845,95990
846,54058
847,54643
848,43964
849,86126
850,75467
851,43963
852,96588
853,105870
854,44163
855,43927
856,85228
857,65375
858,75931
859,76089
860,95809
861,96691
862,54012
863,97049
864,85340
865,65079
866,75514
867,85512
868,44348
869,86208
870,85833
871,97141
872,43958
873,111674
874,85852
875,95805
876,75892
877,54132
878,117529
879,96074
880,43909
881,65224
882,85653
883,85824
884,85371
885,85116
886,76171
887,85510
888,117500
889,75757
890,117804
891,75587
892,111680
893,75361
894,111707
895,75168
896,85913
897,74957
898,117807
899,54320
900,96428
901,65256
902,44110
903,65300
904,44145
905,96535
906,75217
907,44459
908,96617
909,54122
910,54216
911,96569
912,75895
913,97065
914,65396
915,54033
916,85435
917,97166
918,85574
919,64982
920,85183
921,75833
922,105844
923,54554
924,106079
925,85921
926,85113
927,75334
928,106002
929,96751
930,53981
931,75673
932,111985
933,86201
934,64795
935,96109
936,96290
937,76014
938,53963
939,105762
940,96512
941,111663
942,117536
943,75560
944,95951
945,96493
946,85643
947,97173
948,111961
949,54194
950,75452
951,75333
952,96228
953,96485
954,117646
955,65000
956,86020
957,65015
958,65374
959,43932
960,74977
961,85322
962,85585
963,54600
964,85671
965,117527
966,75525
967,54370
968,105885
969,74904
970,75812
971,75008
972,75218
973,75105
974,96461
975,111944
976,75230
977,85924
978,44393
979,85108
980,86013
981,65230
982,54237
983,86110
984,85483
985,97019
986,111730
987,75815
988,95816
989,85686
990,44437
991,54173
992,96991
993,85669
994,106037
995,65308
996,95722
997,54187
998,75170
999,85507
1000,54100
1001,96274
1002,85120
1003,96241
1004,106008
1005,111752
1006,111738
1007,75111
1008,85212
1009,54108
1010,54302
1011,65292
1012,65046
1013,96598
1014,44299
1015,96863
1016,44441
1017,75508
1018,96821
1019,65190
1020,85634
1021,117852
1022,75142
1023,75435
1024,74950
1025,54301
1026,96208
1027,85378
1028,65360
1029,65321
1030,106054
1031,64821
1032,97084
1033,65007
1034,85722
1035,97190
1036,86202
1037,105918
1038,97028
1039,75122
1040,54512
1041,96875
1042,117785
1043,54656
1044,44198
1045,96788
1046,75747
1047,54572
1048,44016
1049,54469
1050,44202
1051,86061
1052,43934
1053,75669
1054,95845
1055,76081
1056,95729
1057,54271
1058,95988
1059,53863
1060,75397
1061,44399
1062,95834
1063,96918
1064,75604
1065,76137
1066,75633
1067,86049
1068,44056
1069,75771
1070,86085
1071,65339
1072,65424
1073,105968
1074,44239
1075,96664
1076,105965
1077,95737
1078,75565
1079,85316
1080,76049
1081,85126
1082,74920
1083,54391
1084,43874
1085,96541
1086,85849
1087,75341
1088,97013
1089,53910
1090,96576
1091,86025
1092,85592
1093,96013
1094,85459
1095,65243
1096,75650
1097,64747
1098,75667
1099,85733
1100,97006
1101,96798
1102,117639
1103,53964
1104,75764
1105,112046
1106,96561
1107,117832
1108,76185
1109,75257
1110,96146
1111,85464
1112,75421
1113,54479
1114,65162
1115,65184
1116,75041
1117,96756
1118,96671
1119,86034
1120,75066
1121,117792
1122,105975
1123,75696
1124,75885
1125,85277
1126,95731
1127,96603
1128,44065
1129,75037
1130,75161
1131,65439
1132,54099
1133,95911
1134,95803
1135,65347
1136,106077
1137,44300
1138,97008
1139,96528
1140,54588
1141,75267
1142,111670
1143,54648
1144,75179
1145,97110
1146,53973
1147,97156
1148,75158
1149,75518
1150,75516
1151,106067
1152,54183
1153,64899
1154,96600
1155,86139
1156,96221
1157,74984
1158,97014
1159,76073
1160,75623
1161,75608
1162,75850
1163,75246
1164,44155
1165,74895
1166,96800
1167,111644
1168,96102
1169,96515
1170,112037
1171,95818
1172,85986
1173,105955
1174,54163
1175,75269
1176,44078
1177,75975
1178,74894
1179,64963
1180,44170
1181,44406
1182,54427
1183,64822
1184,54646
1185,85650
1186,64920
1187,54367
1188,86260
1189,75083
1190,74899
1191,74924
1192,74937
1193,54659
1194,65151
1195,75824
1196,85428
1197,75646
1198,54450
1199,65098
1200,85409
1201,74989
1202,53893
1203,85949
1204,75873
1205,96260
1206,44436
1207,54493
1208,96333
1209,85150
1210,96487
1211,75498
1212,43965
1213,96375
1214,75887
1215,96927
1216,54608
1217,96015
1218,75019
1219,86255
1220,97102
1221,95927
1222,97184
1223,97148
1224,44130
1225,96098
1226,44086
1227,111786
1228,75388
1229,85797
1230,75793
1231,96011
1232,65290
1233,117641
1234,65325
1235,75047
1236,75319
1237,75449
1238,96881
1239,95747
1240,111912
1241,54457
1242,85705
1243,75679
1244,75719
1245,96218
1246,75882
1247,54377
1248,96861
1249,96411
1250,111772
1251,96048
1252,96423
1253,54171
1254,106031
1255,112033
1256,85250
1257,106075
1258,111967
1259,85337
1260,97047
1261,75228
1262,117678
1263,43980
1264,96103
1265,43968
1266,117574
1267,96554
1268,96359
1269,86150
1270,65391
1271,85625
1272,75977
1273,75520
1274,86218
1275,53868
1276,111748
1277,65018
1278,54423
1279,44481
1280,112008
1281,75519
1282,65289
1283,96982
1284,65431
1285,95948
1286,76091
1287,85841
1288,85497
1289,111898
1290,111987
1291,75590
1292,65371
1293,85341
1294,85523
1295,85260
1296,86211
1297,96590
1298,96052
1299,75344
1300,44373
1301,96203
1302,54404
1303,75471
1304,85847
1305,75159
1306,76181
1307,96353
1308,111904
1309,85989
1310,75927
1311,43879
1312,54570
1313,85696
1314,75199
1315,111594
1316,53951
1317,44370
1318,96935
1319,75740
1320,54010
1321,85205
1322,75076
1323,75868
1324,96983
1325,76056
1326,96750
1327,95928
1328,96372
1329,117771
1330,65245
1331,96941
1332,111775
1333,96111
1334,105850
1335,76141
1336,96659
1337,111733
1338,86243
1339,95993
1340,75431
1341,105743
1342,75687
1343,64892
1344,75930
1345,54593
1346,75825
1347,117486
1348,65306
1349,54522
1350,96672
1351,64774
1352,43881
1353,85038
1354,96773
1355,74906
1356,95742
1357,95967
1358,65385
1359,111888
1360,96564
1361,85798
1362,85446
1363,95880
1364,106003
1365,85690
1366,54022
1367,54045
1368,85178
1369,64852
1370,95789
1371,95932
1372,96952
1373,96064
1374,96161
1375,96811
1376,76103
1377,64765
1378,96921
1379,65030
1380,105795
1381,86117
1382,54476
1383,96110
1384,111658
1385,65280
1386,65264
1387,54263
1388,54499
1389,65225
1390,111844
1391,75840
1392,75728
1393,44101
1394,85227
1395,75289
1396,65361
1397,44024
1398,96911
1399,43888
1400,105802
1401,86014
1402,85494
1403,96257
1404,86090
1405,75879
1406,75810
1407,96086
1408,75413
1409,96868
1410,76017
1411,85946
1412,95879
1413,111720
1414,75376
1415,111980
1416,117609
1417,65139
1418,85603
1419,75709
1420,86167
1421,65154
1422,54443
1423,117738
1424,44276
1425,95899
1426,54346
1427,85518
1428,95838
1429,53918
1430,111858
1431,54481
1432,65394
1433,44463
1434,96942
1435,76088
1436,96434
1437,96630
1438,111620
1439,85328
1440,65137
1441,96637
1442,64881
1443,96926
1444,96108
1445,95898
1446,96547
1447,85580
1448,65167
1449,117889
1450,85865
1451,85051
1452,54174
1453,75905
1454,75354
1455,75702
1456,85351
1457,64739
1458,95711
1459,85863
1460,97069
1461,54001
1462,44063
1463,97195
1464,96201
1465,117741
1466,105991
1467,74936
1468,106046
1469,75729
1470,76031
1471,96019
1472,96020
1473,95763
1474,76178
1475,65268
1476,75823
1477,86227
1478,85649
1479,75870
1480,95862
1481,86165
1482,105784
1483,75245
1484,105812
1485,111893
1486,75505
1487,96552
1488,117681
1489,111604
1490,44413
1491,85886
1492,111861
1493,75730
1494,105761
1495,96068
1496,96924
1497,105854
1498,85090
1499,76150
1500,85447
1501,64879
1502,111981
1503,65209
1504,75538
1505,111873
1506,54458
1507,74916
1508,85640
1509,65332
1510,44161
1511,65416
1512,117570
1513,86170
1514,75475
1515,85304
1516,43822
1517,44314
1518,75864
1519,96799
1520,96784
1521,64841
1522,95751
1523,85255
1524,112021
1525,75211
1526,65436
1527,54307
1528,95878
1529,96565
1530,53925
1531,96151
1532,54495
1533,43971
1534,76147
1535,75790
1536,86003
1537,54046
1538,44139
1539,54422
1540,65185
1541,75249
1542,97114
1543,64851
1544,117711
1545,43984
1546,44093
1547,85539
1548,54145
1549,97137
1550,75548
1551,74900
1552,97080
1553,97022
1554,75773
1555,96495
1556,117849
1557,53866
1558,75222
1559,97180
1560,85080
1561,75857
1562,54351
1563,65078
1564,54278
1565,44055
1566,85441
1567,85850
1568,95841
1569,96132
1570,76050
1571,85975
1572,75386
1573,54156
1574,64872
1575,96813
1576,117679
1577,117853
1578,64870
1579,111667
1580,96232
1581,85392
1582,85424
1583,54490
1584,44356
1585,96514
1586,95739
1587,44258
1588,54601
1589,85869
1590,75725
1591,111870
1592,75511
1593,76037
1594,43899
1595,75372
1596,54252
1597,85541
1598,96361
1599,85344
1600,96669
1601,75331
1602,54048
1603,44185
1604,85271
1605,96087
1606,43850
1607,74974
1608,75470
1609,95930
1610,96264
1611,54259
1612,44310
1613,64854
1614,85811
1615,85129
1616,85544
1617,85776
1618,74978
1619,105911
1620,75229
1621,117830
1622,117661
1623,85470
1624,86209
1625,65201
1626,96620
1627,75951
1628,54297
1629,105881
1630,112065
1631,105929
1632,96407
1633,75031
1634,75276
1635,54296
1636,43898
1637,105744
1638,117511
1639,105937
1640,97081
1641,97123
1642,53915
1643,96948
1644,44248
1645,96544
1646,44261
1647,74928
1648,54014
1649,96219
1650,65068
1651,85885
1652,112052
1653,112022
1654,54352
1655,96323
1656,75178
1657,117893
1658,96233
1659,85042
1660,54400
1661,97026
1662,76095
1663,64931
1664,85045
1665,54447
1666,112007
1667,85675
1668,96938
1669,75060
1670,85184
1671,75999
1672,44470
1673,43946
1674,96964
1675,96012
1676,95958
1677,75054
1678,54585
1679,75097
1680,44094
1681,54125
1682,75332
1683,111809
1684,85472
1685,75100
1686,44359
1687,96194
1688,44250
1689,64770
1690,105813
1691,85590
1692,96694
1693,97095
1694,54055
1695,75606
1696,105819
1697,117834
1698,74931
1699,75813
1700,65186
1701,44262
1702,95748
1703,96082
1704,53942
1705,96338
1706,54358
1707,111892
1708,95778
1709,53987
1710,85294
1711,111791
1712,65397
1713,85623
1714,64838
1715,76064
1716,97217
1717,85749
1718,96729
1719,44333
1720,105788
1721,111750
1722,75302
1723,86205
1724,96842
1725,96960
1726,65119
1727,96352
1728,44483
1729,96690
1730,85461
1731,75381
1732,86191
1733,85103
1734,97143
1735,65019
1736,75901
1737,85898
1738,117782
1739,54140
1740,43890
1741,105976
1742,75336
1743,85169
1744,85367
1745,117776
1746,95897
1747,85804
1748,75504
1749,65121
1750,106027
1751,44129
1752,85276
1753,54316
1754,43947
1755,54435
1756,96363
1757,85336
1758,96614
1759,106061
1760,65295
1761,65095
1762,85342
1763,54168
1764,85519
1765,54334
1766,75264
1767,65298
1768,54178
1769,96287
1770,96529
1771,106009
1772,117694
1773,112066
1774,105806
1775,65141
1776,117674
1777,85343
1778,96167
1779,64902
1780,65380
1781,65103
1782,111883
1783,75023
1784,64922
1785,96051
1786,44330
1787,85313
1788,44350
1789,44211
1790,54581
1791,86182
1792,43848
1793,97136
1794,85780
1795,96142
1796,111905
1797,111855
1798,75936
1799,117894
1800,44279
1801,54591
1802,65313
1803,105972
1804,76097
1805,96456
1806,76053
1807,65402
1808,86075
1809,96371
1810,112069
1811,96962
1812,85952
1813,64999
1814,44457
1815,105928
1816,64810
1817,76125
1818,117743
1819,106050
1820,85072
1821,111702
1822,85233
1823,65037
1824,117860
1825,95947
1826,64752
1827,43996
1828,96638
1829,86156
1830,96703
1831,117640
1832,44317
1833,117512
1834,75377
1835,111990
1836,54030
1837,64829
1838,75680
1839,105818
1840,75978
1841,85894
1842,75032
1843,117543
1844,75251
1845,54578
1846,44325
1847,44153
1848,54375
1849,86089
1850,54257
1851,64805
1852,85868
1853,44354
1854,75073
1855,86136
1856,43921
1857,54428
1858,75157
1859,54258
1860,64993
1861,44286
1862,75144
1863,85576
1864,54283
1865,85582
1866,86077
1867,54566
1868,96266
1869,85968
1870,76085
1871,43833
1872,43933
1873,44320
1874,64905
1875,111917
1876,86158
1877,85203
1878,75227
1879,86101
1880,95957
1881,96580
1882,105822
1883,96357
1884,117892
1885,76148
1886,111696
1887,86258
1888,117667
1889,95959
1890,75553
1891,65274
1892,106051
1893,97200
1894,105946
1895,64959
1896,75733
1897,75138
1898,54634
1899,43885
1900,44271
1901,85801
1902,96855
1903,111678
1904,111925
1905,75711
1906,54207
1907,44135
1908,65447
1909,95916
1910,44475
1911,64950
1912,85845
1913,117778
1914,117666
1915,86261
1916,95759
1917,65086
1918,75683
1919,96193
1920,75095
1921,111824
1922,112073
1923,64812
1924,53997
1925,97098
1926,76175
1927,96117
1928,75045
1929,64900
1930,85933
1931,111628
1932,117510
1933,117676
1934,75754
1935,85265
1936,117496
1937,65247
1938,76154
1939,65426
1940,96726
1941,85395
1942,85052
1943,85147
1944,86250
1945,44041
1946,75535
1947,85843
1948,95914
1949,85302
1950,75102
1951,76030
1952,44118
1953,44322
1954,44292
1955,44091
1956,96698
1957,96651
1958,75137
1959,76009
1960,105950
1961,86172
1962,96096
1963,111847
1964,112029
1965,97179
1966,54332
1967,75279
1968,75453
1969,75479
1970,54017
1971,117562
1972,54265
1973,44449
1974,96339
1975,64839
1976,85935
1977,97100
1978,54227
1979,44478
1980,95830
1981,117812
1982,43912
1983,75256
1984,105799
1985,85743
1986,111777
1987,75902
1988,95968
1989,117871
1990,65179
1991,76011
1992,95975
1993,54116
1994,117501
1995,54645
1996,105823
1997,111995
1998,75617
1999,97062
2000,112012
2001,105873
2002,53952
2003,75872
2004,85605
2005,54110
2006,117747
2007,105829
2008,44362
2009,75270
2010,95756
2011,44010
2012,86161
2013,74910
2014,85245
2015,54004
2016,96459
2017,85703
2018,105900
2019,85550
2020,111952
2021,86142
2022,95945
2023,54610
2024,44390
2025,53979
2026,75611
2027,54505
2028,75612
2029,54515
2030,85794
2031,85520
2032,54647
2033,54441
2034,76033
2035,111617
2036,43859
2037,75732
2038,111645
2039,96234
2040,105758
2041,96227
2042,74995
2043,75301
2044,96714
2045,76026
2046,64858
2047,96400
2048,111599
2049,65074
2050,96843
2051,54552
2052,117801
2053,117623
2054,85910
2055,43970
2056,96747
2057,65208
2058,86192
2059,85393
2060,75048
2061,64972
2062,105998
2063,97189
2064,54360
2065,86107
2066,75038
2067,75549
2068,54628
2069,65282
2070,85644
2071,85813
2072,44416
2073,96182
2074,85368
2075,44458
2076,75765
2077,85458
2078,75181
2079,117552
2080,75515
2081,96101
2082,64824
2083,96028
2084,86204
2085,117548
2086,85201
2087,86093
2088,96313
2089,95825
2090,96702
2091,85284
2092,117787
2093,85488
2094,54088
2095,75482
2096,54106
2097,105756
2098,44162
2099,64915
2100,95870
2101,86088
2102,111851
2103,54602
2104,85755
2105,85067
2106,85697
2107,54109
2108,75784
2109,65044
2110,75115
2111,53931
2112,76184
2113,65395
2114,65377
2115,76139
2116,105964
2117,105981
2118,97211
2119,96582
2120,44097
2121,97122
2122,86236
2123,96605
2124,54246
2125,117603
2126,96365
2127,65061
2128,76062
2129,74917
2130,111871
2131,86199
2132,64813
2133,54342
2134,44149
2135,65219
2136,43836
2137,54213
2138,75235
2139,43864
2140,105913
2141,85318
2142,95941
2143,96673
2144,96273
2145,44137
2146,65109
2147,85895
2148,96586
2149,96325
2150,75004
2151,75619
2152,75648
2153,75828
2154,44288
2155,44243
2156,75921
2157,75342
2158,64750
2159,65312
2160,96518
2161,75445
2162,95909
2163,44098
2164,75639
2165,44017
2166,75662
2167,85547
2168,96114
2169,75762
2170,85043
2171,105797
2172,75477
2173,54274
2174,96633
2175,111910
2176,86249
2177,43949
2178,65023
2179,75084
2180,44343
2181,75293
2182,96121
2183,75285
2184,97077
2185,44141
2186,85985
2187,111993
2188,65317
2189,111729
2190,85390
2191,105856
2192,53972
2193,75959
2194,117788
2195,44165
2196,54335
2197,64797
2198,96482
2199,64783
2200,111657
2201,44443
2202,117746
2203,96429
2204,96124
2205,75108
2206,85857
2207,54523
2208,85307
2209,85136
2210,85979
2211,64780
2212,117720
2213,75867
2214,85902
2215,95800
2216,86147
2217,96136
2218,75736
2219,117863
2220,117797
2221,117795
2222,96891
2223,105826
2224,54059
2225,75185
2226,85411
2227,85306
2228,85360
2229,75365
2230,117564
2231,75945
2232,111782
2233,64842
2234,85676
2235,117805
2236,65448
2237,44301
2238,97020
2239,44260
2240,85220
2241,85972
2242,64814
2243,44015
2244,64965
2245,74918
2246,95847
2247,105906
2248,75526
2249,96765
2250,43844
2251,117767
2252,96272
2253,85840
2254,85394
2255,75647
2256,75896
2257,117520
2258,97054
2259,111831
2260,54653
2261,97113
2262,85670
2263,85370
2264,85164
2265,75366
2266,117515
2267,111615
2268,96517
2269,111726
2270,65067
2271,85604
2272,53982
2273,65013
2274,85352
2275,106057
2276,95864
2277,75077
2278,111792
2279,95891
2280,44462
2281,65016
2282,97162
2283,96154
2284,117850
2285,75007
2286,44469
2287,97202
2288,117799
2289,111836
2290,75238
2291,65153
2292,85493
2293,54315
2294,96831
2295,96727
2296,85691
2297,43839
2298,75541
2299,54598
2300,111901
2301,75928
2302,76179
2303,44182
2304,85769
2305,54024
2306,95955
2307,75373
2308,65215
2309,75795
2310,54205
2311,96613
2312,117550
2313,74947
2314,75770
2315,75506
2316,96129
2317,65240
2318,76010
2319,96480
2320,65196
2321,111654
2322,95713
2323,96801
2324,96743
2325,53974
2326,44060
2327,85774
2328,111736
2329,117495
2330,111737
2331,54498
2332,97204
2333,64868
2334,117715
2335,44472
2336,86224
2337,75827
2338,43872
2339,75490
2340,96724
2341,85239
2342,85661
2343,85481
2344,76138
2345,85171
2346,117875
2347,97005
2348,117713
2349,44073
2350,85817
2351,85887
2352,54386
2353,44131
2354,96477
2355,75494
2356,85882
2357,111938
2358,44132
2359,85166
2360,85591
2361,74951
2362,117862
2363,64788
2364,97205
2365,95780
2366,75935
2367,95792
2368,86240
2369,111894
2370,111841
2371,117734
2372,85904
2373,76027
2374,75233
2375,75368
2376,85310
2377,117470
2378,64777
2379,117709
2380,64980
2381,97089
2382,65097
2383,53920
2384,96898
2385,96180
2386,65311
2387,85324
2388,53879
2389,85396
2390,111862
2391,96740
2392,43880
2393,97159
2394,111856
2395,85551
2396,86097
2397,54323
2398,117749
2399,85684
2400,85638
2401,86055
2402,111639
2403,75311
2404,75272
2405,75070
2406,76187
2407,44277
2408,117754
2409,54232
2410,85375
2411,96355
2412,54126
2413,96027
2414,96032
2415,97176
2416,44143
2417,96209
2418,44417
2419,96478
2420,117780
2421,96131
2422,85426
2423,117578
2424,85279
2425,65125
2426,85354
2427,44395
2428,44001
2429,95776
2430,95887
2431,75346
2432,117477
2433,76118
2434,65309
2435,106080
2436,65039
2437,96164
2438,75573
2439,75254
2440,85802
2441,86183
2442,97174
2443,105811
2444,96744
2445,54172
2446,74988
2447,75920
2448,76044
2449,86179
2450,54165
2451,85077
2452,54383
2453,96370
2454,96858
2455,96508
2456,43875
2457,54509
2458,85588
2459,75171
2460,75922
2461,85101
2462,86138
2463,75132
2464,44339
2465,96259
2466,97120
2467,85971
2468,96817
2469,75427
2470,85884
2471,53899
2472,96851
2473,75995
2474,44335
2475,117613
2476,96152
2477,117689
2478,105915
2479,85429
2480,75852
2481,96148
2482,95738
2483,85573
2484,85431
2485,76087
2486,105828
2487,64907
2488,111817
2489,111840
2490,74955
2491,86206
2492,53954
2493,96224
2494,65319
2495,95811
2496,85138
2497,96116
2498,75846
